Nr,CLASS,GENDER,AGE,HEIGHT,SPORTS,TV,COMPUTER,SUBJECT,ALLOWANCE,WORK,PROVINCE,BREAKFAST
32709,2,Girl,13,167,3,9,0,Drama,5,12,26,Yes
32710,2,Girl,13,170,3,12,4,Dance,10,0,26,Yes
32711,2,Girl,13,158,2,20,0,Other,25,110,26,Yes
32712,2,Boy,13,155,8,37,14,Sports,20,0,26,Yes
32713,2,Girl,13,171,5,20,2,Engineering,7,0,26,Yes
32714,2,Boy,13,193,9,29,6,Sports,10,0,26,Yes
32715,2,Girl,13,169,3,10,5,Biology,6,0,26,Yes
32716,2,Girl,13,157,3,6,2,German,5,0,26,Yes
32717,2,Girl,13,160,1,15,3,Biology,6,0,26,Yes
32718,2,Boy,13,158,6,25,2,Sports,5,0,26,Yes
32719,2,Boy,13,170,8,10,18,Other,99,11,26,Yes
32720,2,Boy,13,173,4,30,1,Sports,13,0,26,Yes
32721,2,Boy,13,170,6,20,5,Sports,10,0,26,Yes
32722,2,Boy,13,182,5,30,1,Sports,13,20,26,Yes
32723,2,Girl,13,158,3,2,7,Biology,25,2,26,Yes
32724,2,Girl,13,166,0,30,3,Mathematics,15,0,26,Yes
32725,2,Girl,13,167,3,20,2,Biology,0,5,26,Yes
32726,2,Boy,14,175,4,10,2,Sports,10,25,26,Yes
32727,2,Girl,13,163,5,32,5,Sports,25,0,26,Yes
32728,2,Boy,13,165,4,25,2,Other,10,0,26,Yes
32729,2,Boy,13,167,1,7,4,History,8,0,26,Brought something
32730,2,Girl,13,167,0,1,1,Biology,10,0,26,Yes
32731,2,Girl,13,165,2,3,0,History,0,0,26,Yes
32732,2,Girl,13,165,8,3,7,Biology,10,50,26,Yes
32733,2,Girl,15,170,4,14,14,English language,200,0,26,No
32734,2,Girl,13,175,5,21,5,Sports,40,0,26,Yes
32735,2,Boy,13,162,5,14,14,Art,300,0,26,No
32736,2,Girl,13,167,8,10,12,Sports,13,300,26,Yes
32737,2,Boy,13,164,8,16,12,Sports,13,200,26,Yes
32738,2,Girl,13,170,1,20,1,Biology,30,40,26,Yes
32739,2,Boy,13,170,5,25,10,Economics,15,10,26,Yes
32740,2,Boy,13,173,5,20,8,Other,10,0,26,Yes
32741,2,Boy,13,157,5,20,5,Engineering,8,200,26,Yes
32742,2,Girl,13,165,3,5,1,Biology,10,0,26,Yes
32743,2,Girl,14,162,2,7,2,Art,25,0,26,Brought something
32744,2,Girl,13,168,3,2,0,Other,10,0,26,Brought something
32745,2,Boy,14,175,4,10,18,Other,25,0,26,Yes
32746,2,Girl,13,165,3,4,4,Geography,10,0,26,Yes
32747,2,Girl,13,171,8,8,2,Biology,8,0,26,Yes
32748,2,Girl,13,176,6,8,2,Biology,8,0,26,Yes
32749,2,Boy,13,177,4,10,4,Sports,5,0,26,Yes
32750,2,Girl,13,160,4,4,4,Sports,5,10,26,Yes
32751,2,Boy,13,162,8,20,4,Biology,10,25,26,Yes
32752,2,Boy,13,162,0,28,10,Biology,5,0,26,Yes
32753,2,Girl,13,173,6,15,3,Biology,30,0,26,Brought something
32754,2,Girl,13,170,10,10,4,Biology,45,0,26,Yes
32755,2,Girl,13,169,6,17,16,Sports,9,0,26,Yes
32756,2,Girl,12,170,5,21,4,Biology,10,0,26,Yes
32757,2,Boy,12,173,4,1,2,Sports,13,30,26,Yes
32758,2,Boy,10,174,3,40,40,Other,100,500,26,No
32759,2,Girl,13,155,1,16,6,Music,12,0,26,Yes
32760,2,Girl,13,165,1,6,3,Music,25,100,26,Yes
32761,2,Boy,14,173,4,3,2,Engineering,20,0,26,Yes
32762,2,Girl,13,157,8,2,2,History,15,0,26,Yes
32763,2,Girl,14,157,4,15,2,Sports,10,23,26,Yes
32764,2,Boy,13,167,0,14,4,Economics,8,22,26,Yes
32765,2,Girl,13,164,0,10,15,Art,10,0,26,Yes
32766,2,Boy,13,165,1,11,28,Sports,5,30,26,Yes
32767,2,Boy,14,167,3,62,12,Other,100,0,26,No
32768,2,Girl,13,156,2,7,0,Other,5,0,26,Yes
32769,2,Girl,13,156,9,24,5,English language,8,0,26,Yes
32770,2,Girl,12,157,10,2,3,Sports,0,50,26,Yes
32771,2,Girl,13,167,4,27,4,German,7,0,26,No
32772,2,Boy,13,167,4,7,3,Sports,5,0,26,Yes
32773,2,Boy,13,164,7,26,7,French language,50,20,26,Yes
32774,2,Girl,13,175,4,40,0,Art,20,40,26,Yes
32775,2,Girl,13,160,0,5,4,Art,10,25,26,Yes
32776,2,Girl,13,158,2,28,4,Art,15,0,26,Yes
32777,2,Boy,13,167,5,30,3,Sports,5,20,26,Yes
32778,2,Girl,15,190,0,0,0,Other,100,100,26,No
32779,2,Girl,13,158,0,10,10,Music,0,0,26,No
32780,2,Girl,13,167,0,4,2,Music,21,0,26,Yes
32781,2,Girl,13,172,2,15,3,Other,10,0,26,Yes
32782,2,Boy,13,155,1,11,28,Geography,5,0,26,Yes
32783,2,Boy,13,163,3,2,8,Sports,6,0,26,Yes
32784,2,Girl,13,155,7,14,3,Mathematics,8,0,26,Yes
32785,2,Boy,13,165,4,7,0,Engineering,5,20,26,Yes
32786,2,Boy,14,175,1,20,5,Sports,5,20,26,Yes
32787,2,Boy,14,198,34,66,56,History,239,99,26,No
32788,2,Boy,10,200,48,48,48,Dance,60,120,26,Yes
32789,2,Girl,13,166,0,7,1,Biology,5,15,26,Yes
32790,2,Boy,16,186,4,15,60,Computer Science,250,500,26,Yes
32791,2,Boy,13,165,3,2,2,English language,10,0,26,Yes
32792,2,Girl,14,163,1,4,1,History,5,0,26,Yes
32793,2,Girl,13,160,1,7,1,Biology,10,0,26,Yes
32794,2,Girl,13,152,4,12,1,Biology,8,0,26,Brought something
32795,2,Girl,13,169,3,26,1,Economics,5,3,26,Brought something
32796,2,Boy,13,167,10,22,20,History,10,0,26,Yes
32797,2,Girl,13,163,0,26,2,Biology,8,0,26,Brought something
32798,2,Boy,14,174,2,20,20,Other,10,0,26,Yes
32799,2,Boy,13,175,5,12,2,Sports,15,0,26,Yes
32800,2,Boy,13,155,0,10,15,Drama,6,1,26,Yes
32801,2,Boy,13,165,7,6,3,Sports,5,0,26,Yes
32802,2,Girl,13,165,0,2,0,Biology,0,0,26,Yes
32803,2,Girl,13,164,0,14,2,Biology,11,0,26,Yes
32804,2,Girl,13,160,4,10,2,English language,10,0,26,Yes
32805,2,Boy,14,165,8,15,25,Sports,1,500,26,Yes
32806,2,Boy,14,172,3,7,2,Economics,15,25,26,Brought something
32807,2,Girl,14,168,0,20,3,Music,25,0,26,No
32808,2,Girl,13,160,1,15,1,Biology,10,0,26,Yes
32809,2,Girl,13,165,0,8,1,Sports,8,0,26,Yes
32810,2,Boy,14,182,17,6,4,Sports,0,0,26,Yes
32811,2,Boy,13,175,2,5,2,Sports,5,0,26,Yes
32812,2,Boy,13,161,5,12,3,Sports,10,0,26,Yes
32813,2,Girl,13,146,8,2,1,French language,10,5,26,Yes
32814,2,Girl,14,156,2,2,1,Drama,10,5,26,Yes
32815,2,Girl,14,165,3,4,2,Biology,10,0,26,Yes
32816,2,Girl,13,163,1,25,0,Biology,0,0,26,Brought something
32817,2,Boy,14,169,1,27,7,Other,13,0,26,Yes
32818,2,Boy,13,180,4,27,2,Mathematics,30,500,26,No
32819,2,Boy,13,160,3,20,5,Biology,8,0,26,Yes
32820,2,Boy,13,159,3,3,2,Other,10,32,26,Yes
32821,2,Boy,13,165,10,25,15,Sports,15,100,26,Yes
32822,2,Boy,13,175,3,24,0,Other,50,250,26,No
32823,2,Girl,13,175,4,10,1,Economics,7,50,26,Yes
32824,2,Boy,15,164,4,14,7,English language,25,0,26,Yes
32825,2,Girl,13,169,1,14,2,English language,5,75,26,Yes
32826,2,Girl,13,160,3,16,2,Sports,10,0,26,Yes
32827,2,Boy,13,173,2,3,2,Engineering,5,0,26,Yes
32828,2,Girl,13,175,0,28,5,French language,9,0,26,No
32829,2,Boy,14,176,3,2,1,Economics,16,0,26,Yes
32830,2,Girl,14,165,2,21,1,History,25,0,26,Yes
32831,2,Girl,13,159,4,15,0,English language,10,0,26,Brought something
32832,2,Girl,13,174,5,14,0,Art,5,0,26,Yes
32833,2,Girl,13,164,5,26,1,Sports,7,0,26,Yes
32834,2,Boy,13,157,2,20,10,Other,8,0,26,Yes
32835,2,Boy,13,159,3,3,2,Economics,15,0,26,Yes
32836,2,Boy,13,178,7,20,10,Sports,20,30,26,Yes
32837,2,Girl,13,174,0,14,3,Geography,5,45,26,Yes
32838,2,Boy,13,168,1,24,3,Engineering,8,20,26,Yes
32839,2,Girl,14,169,2,18,4,Economics,5,15,26,No
32840,2,Girl,13,159,4,11,1,Sports,9,0,26,Yes
32841,2,Boy,14,170,4,30,2,Mathematics,20,75,26,Yes
32842,2,Boy,12,167,5,28,10,English language,12,25,26,No
32843,2,Boy,13,165,6,15,2,Sports,10,0,26,Yes
32844,2,Girl,13,164,10,17,15,Art,15,30,26,Yes
32845,2,Girl,13,160,2,24,1,Music,15,15,26,Yes
32846,2,Girl,13,175,11,7,1,Other,12,25,26,Yes
32847,2,Girl,13,158,2,21,14,Biology,8,25,26,Yes
32848,2,Girl,13,165,5,16,1,Other,9,30,26,Yes
32849,2,Girl,14,167,0,28,0,Biology,5,0,26,Yes
32850,2,Boy,13,173,5,7,7,Sports,15,0,26,Yes
32851,2,Girl,13,167,3,9,3,English language,10,15,26,Yes
32852,2,Girl,13,170,8,15,13,English language,25,50,26,Yes
32853,2,Girl,14,171,0,5,0,English language,0,0,26,Yes
32854,2,Boy,14,165,8,1,0,Other,0,50,26,Yes
32855,2,Boy,13,175,0,3,45,Computer Science,5,0,26,Yes
32856,2,Boy,14,168,6,24,7,Sports,8,0,26,Yes
32857,2,Boy,13,175,5,25,4,Engineering,10,0,26,Yes
32858,2,Boy,13,173,4,14,21,English language,5,8,26,Yes
32859,2,Boy,13,161,6,27,7,Biology,13,0,26,Yes
32860,2,Girl,13,168,0,28,0,French language,5,5,26,Brought something
32861,2,Boy,14,175,3,21,21,Computer Science,10,0,26,Yes
32862,2,Boy,13,158,6,15,2,Sports,12,0,26,No
32863,2,Boy,13,180,10,25,6,Geography,12,0,26,No
32864,2,Boy,14,150,3,21,7,English language,5,10,26,Yes
32865,2,Boy,13,178,0,7,0,Other,25,25,26,No
32866,2,Boy,13,161,6,24,3,Sports,10,0,26,Yes
32867,2,Boy,18,140,0,0,0,French language,1,1,26,Yes
32868,2,Girl,13,159,13,24,4,Biology,25,0,26,Yes
32869,2,Girl,10,145,0,0,0,French language,0,0,26,Yes
32870,2,Boy,13,166,8,7,7,Biology,10,0,26,Yes
32871,2,Girl,13,167,4,20,5,Other,10,5,26,Yes
32872,2,Girl,14,162,4,14,16,Other,12,5,26,Yes
32873,2,Girl,15,161,2,3,4,Biology,12,5,26,Yes
32874,2,Boy,14,153,14,15,20,Sports,10,15,26,Yes
32875,2,Boy,13,156,3,26,20,Sports,20,3,26,Yes
32876,2,Boy,14,164,8,27,24,Sports,20,12,26,Yes
32877,2,Boy,13,170,10,10,5,Economics,8,0,26,Yes
32878,2,Girl,14,172,4,18,7,Biology,12,10,26,Yes
32879,2,Boy,13,162,4,15,21,Biology,5,0,26,Yes
32880,2,Boy,14,170,30,10,3,Other,10,0,26,Yes
32881,2,Boy,13,171,5,5,1,Sports,15,0,26,Yes
32882,2,Boy,13,173,3,24,7,Sports,13,0,26,Yes
32883,2,Girl,13,166,8,20,10,Biology,10,5,26,Yes
32884,2,Boy,13,174,2,25,18,Biology,17,5,26,Yes
32885,2,Boy,14,176,2,25,20,Biology,10,0,26,Yes
32886,2,Boy,13,157,8,14,22,Art,13,5,26,Yes
32887,2,Girl,14,165,4,19,4,Biology,10,5,26,Yes
32888,2,Boy,13,169,7,22,18,Geography,15,5,26,Yes
32889,2,Girl,13,140,6,16,2,Biology,10,0,26,Yes
32890,2,Boy,13,180,7,36,7,Sports,10,0,26,Yes
32891,2,Boy,13,170,1,23,18,Biology,5,5,26,Yes
32892,2,Girl,13,170,2,20,5,Music,10,5,26,Yes
32893,2,Boy,14,167,14,10,2,Sports,25,0,26,Yes
32894,2,Girl,14,162,3,16,1,Art,10,30,26,Yes
32895,2,Boy,13,175,10,30,25,Mathematics,10,0,26,Yes
32896,2,Boy,13,174,25,15,10,Sports,25,30,26,Yes
32897,2,Boy,13,168,8,20,25,Mathematics,12,0,26,Yes
32898,2,Boy,13,166,20,15,4,Engineering,10,0,26,Brought something
32899,2,Girl,13,175,28,28,5,Sports,40,60,26,Brought something
32900,2,Girl,13,168,5,15,2,Sports,6,0,26,Yes
32901,2,Girl,13,165,7,15,4,Sports,11,0,26,Brought something
32902,2,Boy,13,159,8,16,12,Engineering,2,15,26,Yes
32903,2,Boy,13,171,7,15,4,Sports,11,3,26,Yes
32904,2,Girl,15,190,7,20,34,French language,34,67,26,Yes
32905,2,Boy,13,167,8,23,9,Sports,13,1,26,Yes
32906,2,Girl,13,172,6,7,4,Sports,12,0,26,Brought something
32907,2,Girl,13,160,14,3,4,Sports,5,10,26,Yes
32908,2,Girl,13,178,3,6,0,Dutch language,10,0,26,Yes
32909,2,Boy,13,155,5,11,7,Engineering,5,0,26,Yes
32910,2,Boy,14,156,2,15,40,Sports,6,30,26,Yes
32911,2,Boy,14,185,5,32,16,Sports,4,0,26,Yes
32912,2,Boy,13,156,7,19,3,History,10,0,26,Brought something
32913,2,Boy,13,155,7,15,7,Sports,6,0,26,Yes
32914,2,Boy,13,153,3,20,7,Sports,25,0,26,Yes
32915,2,Girl,13,158,10,5,1,Sports,0,4,26,Yes
32916,2,Boy,13,172,6,7,12,Physics & Chemisty,14,5,26,Yes
32917,2,Boy,13,190,35,34,45,Music,324,500,26,Yes
32918,2,Girl,13,174,5,12,5,Biology,7,0,26,Yes
32919,2,Girl,14,151,7,28,5,Sports,15,0,26,Brought something
32920,2,Boy,13,164,18,21,5,Drama,15,0,26,Brought something
32921,2,Boy,12,165,6,12,10,Sports,10,0,26,Yes
32922,2,Girl,10,156,35,53,53,English language,54,54,26,No
32923,2,Boy,13,153,6,16,9,Sports,21,0,26,Yes
32924,2,Girl,13,174,8,15,30,Sports,10,5,26,Yes
32925,2,Girl,13,165,8,10,2,Sports,8,0,26,Yes
32926,2,Girl,12,167,7,19,9,Dutch language,7,10,26,Yes
32927,2,Boy,13,160,7,10,17,Sports,10,0,26,Brought something
32928,2,Girl,14,170,2,8,2,Sports,10,20,26,Yes
32929,2,Girl,13,160,2,15,2,Sports,10,0,26,Yes
32930,2,Girl,13,162,3,24,7,Art,10,5,26,Yes
32931,2,Girl,13,165,8,9,7,Sports,12,5,26,Yes
32932,2,Boy,13,180,6,14,9,Sports,10,0,26,Yes
32933,2,Boy,14,168,5,15,18,Sports,12,5,26,Yes
32934,2,Girl,13,168,4,10,1,Biology,10,5,26,Yes
32935,2,Boy,13,180,8,20,30,Sports,15,0,26,Yes
32936,2,Girl,13,165,0,48,5,Drama,10,0,26,Brought something
32937,2,Girl,13,173,3,20,5,Sports,10,5,26,Yes
32938,2,Girl,13,178,6,7,7,Art,0,0,26,Yes
32939,2,Boy,13,170,10,7,9,Sports,15,8,26,Yes
32940,2,Boy,13,169,6,8,12,Sports,15,0,26,Yes
32941,2,Boy,13,180,8,20,36,Sports,5,0,26,Yes
32942,2,Boy,13,171,6,30,20,Sports,11,5,26,Yes
32943,2,Girl,13,171,2,11,20,English language,25,0,26,Yes
32944,2,Boy,13,177,6,30,20,Sports,15,0,26,Yes
32945,2,Girl,13,160,3,15,2,Sports,10,0,26,Yes
32946,2,Boy,13,180,6,20,28,Sports,10,0,26,Yes
32947,2,Girl,13,177,6,18,10,Other,8,8,26,Yes
32948,1,Boy,15,180,4,20,10,Computer Science,10,0,26,Brought something
32949,1,Boy,13,155,2,25,17,Computer Science,8,2,26,Yes
32950,1,Boy,12,158,3,15,2,Sports,4,0,26,Yes
32951,1,Boy,12,154,6,32,0,Sports,10,60,26,Yes
32952,1,Girl,12,155,7,10,5,Computer Science,15,5,26,Yes
32953,1,Girl,13,158,5,10,4,Computer Science,5,40,26,Yes
32954,1,Girl,13,165,7,24,8,Computer Science,25,0,26,Yes
32955,1,Girl,13,165,7,24,15,Computer Science,20,0,26,Yes
32956,1,Boy,13,170,5,21,9,Sports,10,0,26,Yes
32957,1,Boy,13,170,4,24,4,Sports,10,0,26,Yes
32958,1,Girl,12,162,3,21,15,Computer Science,4,10,26,Yes
32959,1,Boy,13,170,4,21,10,Sports,10,50,26,Yes
32960,1,Boy,12,165,4,32,10,Sports,5,10,26,Yes
32961,1,Boy,13,173,3,14,7,English language,10,0,26,Yes
32962,1,Boy,13,169,5,14,10,Sports,15,35,26,Yes
32963,1,Girl,12,163,10,6,9,Computer Science,10,15,26,Yes
32964,1,Girl,13,166,8,15,0,Other,10,0,26,Yes
32965,1,Girl,12,154,3,13,15,Nursing,12,15,26,Yes
32966,1,Girl,12,165,12,9,10,Nursing,10,13,26,Yes
32967,1,Girl,12,160,3,42,3,Sports,5,10,26,Yes
32968,1,Girl,12,151,4,2,1,Computer Science,5,0,26,Yes
32969,1,Girl,12,152,5,2,1,Computer Science,12,5,26,Yes
32970,1,Boy,13,176,6,20,2,Mathematics,30,79,26,Yes
32971,1,Boy,13,170,5,25,3,Engineering,8,80,26,Yes
32972,1,Boy,14,142,5,4,5,French language,30,0,26,Brought something
32973,1,Boy,13,158,10,18,14,Music,7,0,26,Yes
32974,1,Girl,14,156,0,20,0,Art,15,0,26,Yes
32975,1,Girl,13,150,2,70,1,English language,5,0,26,Yes
32976,1,Boy,13,168,0,21,0,English language,10,125,26,No
32977,1,Girl,13,168,5,20,6,German,10,0,26,Brought something
32978,1,Girl,12,176,0,35,5,Computer Science,5,0,26,Yes
32979,1,Girl,12,163,2,35,15,Nursing,10,0,26,Yes
32980,1,Boy,13,175,24,0,9,Music,20,120,26,Yes
32981,1,Boy,12,160,3,10,2,English language,16,0,26,Yes
32982,1,Boy,13,152,2,21,1,Computer Science,10,25,26,Yes
32983,1,Girl,13,162,1,4,4,Computer Science,7,0,26,Brought something
32984,1,Girl,13,165,8,10,1,Drama,10,0,26,No
32985,1,Boy,12,154,7,18,12,History,10,12,26,Yes
32986,1,Boy,13,147,7,3,3,Sports,25,25,26,Yes
32987,1,Boy,12,171,8,5,2,Computer Science,45,5,26,Yes
32988,1,Girl,13,168,0,48,10,Other,10,35,26,Yes
32989,1,Girl,13,158,1,5,1,Computer Science,15,20,26,Yes
32990,1,Boy,12,168,24,20,5,Computer Science,10,25,26,Yes
32991,1,Boy,13,160,5,14,15,Computer Science,10,15,26,Yes
32992,1,Girl,12,162,4,25,3,Computer Science,10,0,26,Yes
32993,1,Girl,13,169,3,21,4,Drama,20,0,26,Brought something
32994,1,Boy,12,163,7,5,8,Computer Science,5,0,26,Yes
32995,1,Boy,13,163,10,10,6,Sports,15,0,26,Yes
32996,1,Boy,13,146,20,10,6,Sports,15,0,26,Yes
32997,1,Boy,13,152,9,6,12,Engineering,8,0,26,Yes
32998,1,Boy,13,174,30,20,10,Mathematics,13,0,26,Yes
32999,1,Girl,13,166,6,25,1,Computer Science,13,30,26,Yes
33000,1,Girl,12,158,8,6,2,Computer Science,10,0,26,Yes
33001,1,Girl,12,151,3,14,2,Computer Science,25,0,26,Yes
33002,1,Girl,13,158,2,13,2,Computer Science,10,0,26,Yes
33003,1,Boy,13,154,20,15,3,Sports,10,0,26,Yes
33004,1,Girl,12,160,10,14,0,Computer Science,15,0,26,Yes
33005,1,Girl,12,151,7,15,2,Computer Science,10,0,26,Yes
33006,1,Boy,13,183,3,14,28,Computer Science,6,160,26,Yes
33007,1,Girl,12,163,2,11,0,Computer Science,25,0,26,Yes
33008,1,Girl,12,182,3,49,0,Engineering,5,0,26,Yes
33009,1,Boy,13,175,25,7,8,Sports,10,100,26,Brought something
33010,1,Girl,13,165,1,28,2,Computer Science,5,0,26,Yes
33011,1,Girl,12,158,2,28,2,Computer Science,5,75,26,No
33012,1,Boy,13,163,3,14,17,Computer Science,10,0,26,Yes
33013,1,Boy,12,150,7,15,8,Computer Science,25,0,26,Yes
33014,1,Boy,13,164,20,3,7,Computer Science,10,25,26,Yes
33015,1,Boy,13,163,4,10,5,Engineering,40,0,26,Yes
33016,1,Girl,13,149,2,8,1,English language,5,0,26,Yes
33017,1,Boy,13,169,0,5,5,Engineering,100,300,26,Yes
33018,1,Boy,13,171,5,15,6,Sports,15,0,26,Yes
33019,1,Girl,12,158,2,7,1,English language,2,0,26,Yes
33020,1,Girl,12,163,2,10,3,Computer Science,15,0,26,Yes
33021,1,Boy,13,164,2,35,25,English language,13,0,26,Yes
33022,1,Girl,12,165,3,25,10,Computer Science,10,0,26,Brought something
33023,1,Girl,12,166,0,10,12,English language,5,0,26,Yes
33024,1,Boy,13,184,5,60,20,History,20,5,26,Yes
33025,1,Boy,13,164,10,10,4,Engineering,30,0,26,Yes
33026,1,Boy,13,179,7,20,8,Sports,10,0,26,Yes
33027,1,Boy,12,157,5,35,20,Engineering,10,0,26,Yes
33028,1,Boy,13,161,5,7,6,Mathematics,3,0,26,Yes
33029,1,Boy,12,166,7,55,8,Sports,10,0,26,Yes
33030,1,Boy,13,146,4,20,4,Engineering,10,0,26,Yes
33031,1,Girl,12,163,0,3,0,Dutch language,5,0,26,Yes
33032,1,Girl,13,149,1,60,1,Computer Science,3,0,26,Yes
33033,2,Boy,13,163,3,4,2,Engineering,30,60,26,Brought something
33034,2,Girl,13,160,0,21,8,Drama,30,30,26,Yes
33035,2,Boy,13,168,1,25,7,Sports,25,50,26,No
33036,2,Boy,14,170,14,35,10,Drama,30,0,26,Yes
33037,2,Girl,14,155,9,40,0,Nursing,10,10,26,Yes
33038,2,Boy,13,160,8,20,0,English language,0,154,26,No
33039,2,Boy,13,175,1,10,20,English language,50,0,26,No
33040,2,Girl,14,158,2,6,0,Drama,40,0,26,No
33041,2,Boy,14,169,7,16,21,Sports,0,0,26,Yes
33042,2,Girl,14,167,3,20,1,Drama,15,0,26,Yes
33043,2,Boy,14,167,5,10,3,Sports,20,0,26,No
33044,2,Boy,14,164,5,24,10,Art,25,0,26,Yes
33045,2,Girl,13,165,0,10,5,English language,10,0,26,Yes
33046,2,Girl,13,162,3,10,1,Biology,8,0,26,Yes
33047,2,Girl,14,165,6,11,0,Dutch language,25,0,26,Yes
33048,2,Boy,14,150,2,21,2,English language,5,0,26,Yes
33049,2,Boy,13,165,10,16,4,Other,15,40,26,Yes
33050,2,Boy,14,172,2,9,9,Computer Science,25,0,26,Yes
33051,2,Boy,14,178,16,14,18,Sports,19,75,26,Yes
33052,2,Girl,13,154,1,17,2,Drama,10,0,26,Yes
33053,2,Boy,13,165,7,20,20,Economics,25,0,26,Yes
33054,2,Boy,14,165,10,30,5,Sports,25,0,26,Brought something
33055,2,Boy,13,175,10,14,4,Other,8,250,26,Yes
33056,2,Girl,13,165,5,1,0,Biology,35,15,26,Yes
33057,2,Boy,14,187,3,12,5,Other,5,0,26,No
33058,2,Girl,13,169,4,8,1,Dutch language,20,0,26,Yes
33059,2,Girl,14,158,1,18,4,Dance,10,40,26,Yes
33060,2,Boy,14,185,1,14,48,Sports,5,100,26,Yes
33061,2,Boy,13,150,2,25,0,Mathematics,20,0,26,Yes
33062,2,Boy,13,150,1,14,2,Other,10,0,26,Brought something
33063,2,Girl,13,165,4,20,0,Sports,15,0,26,Yes
33064,2,Girl,13,167,4,10,3,Sports,10,0,26,Yes
33065,2,Girl,13,165,2,1,0,Biology,5,30,26,Yes
33066,2,Girl,13,160,2,8,0,English language,25,0,26,Yes
33067,2,Girl,13,170,5,27,10,Dance,20,0,26,Yes
33068,2,Boy,14,176,0,30,25,Drama,25,45,26,Brought something
33069,2,Boy,13,172,5,30,45,Engineering,10,30,26,Yes
33070,2,Boy,14,170,10,13,17,Sports,35,0,26,Yes
33071,2,Girl,14,174,3,10,2,Biology,15,45,26,Brought something
33072,2,Boy,14,171,2,10,2,Geography,30,0,26,Yes
33073,2,Boy,13,145,5,30,5,English language,8,0,26,Brought something
33074,2,Girl,14,162,3,25,1,Dance,10,6,26,Brought something
33075,2,Boy,14,161,15,8,1,Sports,25,0,26,No
33076,2,Girl,14,162,3,48,15,Drama,5,0,26,Brought something
33077,2,Girl,13,165,5,15,1,Drama,10,0,26,Yes
33078,2,Girl,13,164,2,20,0,Drama,160,0,26,No
33079,2,Boy,13,168,10,15,13,Sports,10,30,26,Yes
33080,2,Girl,14,165,7,5,2,Mathematics,6,50,26,Yes
33081,2,Girl,13,169,0,35,0,Drama,10,0,26,No
33082,2,Boy,14,177,10,15,10,Physics & Chemisty,15,100,26,Yes
33083,2,Boy,14,178,6,9,7,Biology,10,80,26,Yes
33084,2,Boy,14,177,2,12,10,English language,8,30,26,Yes
33085,2,Boy,13,175,4,20,25,Computer Science,4,0,26,Yes
33086,2,Boy,14,175,5,20,30,English language,30,80,26,Yes
33087,2,Girl,14,163,0,48,2,Drama,5,25,26,Brought something
33088,2,Girl,14,159,21,21,48,Other,5,5,26,Yes
33089,2,Girl,13,163,3,27,3,Nursing,20,25,26,Yes
33090,2,Girl,13,164,0,35,1,Drama,10,0,26,Brought something
33091,2,Girl,14,171,8,9,5,Dutch language,10,15,26,No
33092,1,Girl,12,169,3,4,3,Drama,25,5,30,Yes
33093,1,Girl,12,165,4,15,2,Drama,8,0,30,Brought something
33094,1,Girl,12,153,4,10,4,Drama,0,0,30,Yes
33095,1,Girl,12,145,5,7,2,Other,5,0,30,Brought something
33096,1,Boy,12,170,0,7,1,Biology,9,6,30,Yes
33097,1,Boy,12,159,3,8,1,Engineering,10,10,30,Yes
33098,1,Boy,12,164,8,12,14,Computer Science,10,0,30,Yes
33099,1,Boy,12,155,2,1,1,Sports,6,0,30,Yes
33100,1,Girl,12,150,3,10,2,English language,5,7,30,Yes
33101,1,Girl,12,155,1,14,0,Drama,5,0,30,Yes
33102,1,Girl,14,158,2,1,1,English language,3,0,30,Brought something
33103,1,Girl,12,166,3,0,1,Sports,5,0,30,Yes
33104,1,Boy,12,153,4,7,8,Engineering,5,0,30,Yes
33105,1,Girl,12,160,3,14,1,Drama,5,0,30,Yes
33106,1,Boy,12,157,7,21,10,Sports,6,0,30,Yes
33107,1,Girl,12,159,2,14,1,Sports,10,0,30,Yes
33108,1,Boy,12,157,3,3,1,Other,3,0,30,Yes
33109,1,Girl,12,162,2,19,2,Other,10,15,30,Yes
33110,1,Girl,12,154,2,17,2,Sports,5,0,30,Yes
33111,1,Girl,12,160,2,12,4,Sports,5,0,30,Yes
33112,1,Girl,12,158,2,14,2,Other,10,0,30,Yes
33113,1,Boy,12,147,3,24,4,Sports,3,0,30,Yes
33114,1,Girl,12,163,3,16,0,Sports,10,25,30,Yes
33115,1,Boy,12,156,13,12,5,Sports,4,0,30,Yes
33116,1,Boy,12,153,0,8,8,Biology,10,0,30,Yes
33117,1,Boy,12,150,3,14,10,Computer Science,5,0,30,Yes
33118,1,Boy,12,158,7,5,0,Sports,3,0,30,Yes
33119,1,Boy,12,160,3,16,12,Biology,13,20,30,Yes
33120,1,Girl,12,169,1,12,0,Other,5,0,30,Yes
33121,1,Girl,12,161,3,15,3,Drama,5,0,30,Yes
33122,1,Girl,12,158,3,14,1,Dance,3,13,30,Yes
33123,1,Girl,12,161,0,7,1,Other,5,25,30,Yes
33124,1,Girl,12,159,3,14,2,Biology,5,0,30,Brought something
33125,1,Boy,12,160,1,7,2,Sports,5,3,30,Brought something
33126,1,Boy,12,158,0,8,8,Computer Science,6,35,30,Yes
33127,1,Girl,12,161,4,7,1,Mathematics,10,0,30,Yes
33128,1,Girl,12,157,6,14,4,Dance,5,0,30,Yes
33129,1,Boy,12,180,2,18,8,Music,5,5,30,Yes
